order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDA08070,2018-09-06,16:16:54,Dinner,BK,"[('Shrimp', 9), ('Fish&Chips', 7), ('Pasta', 8), ('Salmon', 5)]",1156.0,-37.8128773,144.9372702,0,10.161,16.7060601
ORDY00585,2018-09-19,16:37:10,Dinner,TP,"[('Fish&Chips', 2), ('Pasta', 4)]",180.0,-37.8071215,144.957849,0,9.171,12.9574592
ORDJ10505,2018-06-20,13:34:38,Lunch,TP,"[('Burger', 9), ('Fries', 6)]",351.0,-37.8244114,144.9581081,0,8.266,11.887974150425698
ORDC00032,2018-08-30,15:56:37,Lunch,NS,"[('Fries', 6), ('Salad', 6), ('Burger', 10)]",485.2,-37.8079071,144.973469,0,7.102,12.601964404192874
ORDZ04734,2018-09-21,16:47:19,Dinner,NS,"[('Shrimp', 4), ('Pasta', 7), ('Salmon', 4)]",572.5,-37.8200571,144.9583373,0,9.119,14.8179234
ORDX00863,2018-09-10,16:16:54,Dinner,BK,"[('Shrimp', 7), ('Pasta', 8), ('Fish&Chips', 5), ('Salmon', 2)]",855.0,-37.8151851,144.9469846,0,9.069,16.1661998
ORDI08040,2018-03-08,10:11:49,Breakfast,NS,"[('Coffee', 2), ('Eggs', 4), ('Pancake', 2), ('Cereal', 3)]",214.5,-37.8163429,144.965714,0,8.293,13.2391549
ORDI07785,2018-11-14,18:28:43,Dinner,NS,"[('Salmon', 5), ('Pasta', 3), ('Shrimp', 2)]",395.5,-37.8003085,144.9629788,0,6.778,12.725604951395677
ORDK04737,2018-10-05,17:07:36,Dinner,BK,"[('Fish&Chips', 4), ('Pasta', 8), ('Shrimp', 1), ('Salmon', 6)]",660.0,-37.8087869,144.9667438,0,7.115,14.5633622
ORDX07683,2018-06-20,13:34:38,Lunch,BK,"[('Steak', 4), ('Fries', 8), ('Salad', 10)]",448.0,-37.8117774,144.9561848,0,8.106,14.2773153
ORDK00608,2018-11-18,18:38:52,Dinner,BK,"[('Pasta', 4), ('Salmon', 2), ('Shrimp', 8)]",624.0,-37.8140479,144.9359943,0,10.207,19.5189743
ORDJ07144,2018-08-03,15:05:54,Lunch,TP,"[('Burger', 3), ('Fries', 1)]",105.0,-37.8140369,144.9854805,0,9.488,13.2738712
ORDY00749,2018-08-11,15:16:03,Lunch,TP,"[('Steak', 2), ('Fries', 9)]",198.0,-37.8090287,144.9426335,0,9.974,14.891072
ORDJ03018,2018-03-14,10:21:58,Breakfast,,"[('Pancake', 9), ('Coffee', 3), ('Cereal', 5)]",345.75,-37.8124202,145.0150312,0,,14.5966993
ORDX01122,2018-09-05,16:06:45,Dinner,BK,"[('Pasta', 1), ('Salmon', 4)]",191.5,-37.8239951,144.9587068,0,8.642,15.5243501
ORDI02200,2018-04-27,11:43:05,Breakfast,NS,"[('Eggs', 4), ('Pancake', 6), ('Coffee', 2)]",248.5,-37.8119045,145.0035363,0,9.883,14.8287584
ORDA02033,2018-07-07,14:15:12,Lunch,BK,"[('Burger', 8), ('Steak', 6), ('Chicken', 9)]",806.0,-37.81863,145.0160648,0,5.378,13.3836145
ORDZ03435,2018-05-27,12:43:56,Lunch,,"[('Chicken', 3), ('Burger', 8)]",344.0,-37.804888,144.9530426,0,8.246,15.6906475
ORDX08195,2018-03-25,10:42:15,Breakfast,BK,"[('Pancake', 2), ('Cereal', 8), ('Eggs', 10)]",436.5,-37.8108447,144.998186,0,4.55,11.8575995
ORDY04681,2018-05-31,12:54:05,Lunch,TP,"[('Steak', 6), ('Fries', 8), ('Chicken', 6), ('Burger', 8)]",806.0,-37.8155142,144.9738261,0,8.351,12.1072397
ORDB03510,2018-10-11,17:17:44,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 7), ('Shrimp', 9)]",854.0,-37.8121636,144.9532908,0,8.973,13.5950453
ORDB02025,2018-12-25,19:49:51,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 6), ('Salmon', 9), ('Pasta', 7)]",1060.5,-37.809641,144.9725742,0,9.131,13.0523665
ORDI05862,2018-06-09,13:14:21,Lunch,NS,"[('Burger', 1), ('Steak', 7), ('Salad', 2), ('Fries', 4), ('Chicken', 7)]",652.4,-37.8038741,145.0152661,0,10.433,17.7504207
ORDA09369,2018-02-22,09:41:24,Breakfast,BK,"[('Coffee', 7), ('Pancake', 6), ('Cereal', 2), ('Eggs', 8)]",416.0,-37.8147867,144.9494848,0,9.65,14.7292219
ORDX07018,2018-06-19,13:34:38,Lunch,BK,"[('Fries', 7), ('Burger', 3), ('Chicken', 7)]",401.0,-37.825964,145.00476,0,5.144,10.2957622
ORDI00138,2018-09-02,16:06:45,Dinner,NS,"[('Shrimp', 3), ('Pasta', 5), ('Fish&Chips', 3)]",404.5,-37.8144836,144.9619659,0,8.183,16.839707
ORDB09640,2018-08-01,14:55:46,Lunch,TP,"[('Steak', 7), ('Chicken', 8)]",571.0,-37.8068821,144.9491307,0,9.633,12.993252
ORDX00242,2018-09-08,16:16:54,Dinner,,"[('Shrimp', 7), ('Fish&Chips', 8), ('Salmon', 1)]",699.0,-37.8157298,144.9380366,0,,19.7908261
ORDA08515,2018-03-16,10:21:58,Breakfast,BK,"[('Eggs', 10), ('Coffee', 1)]",227.5,-37.8014507,144.9576509,0,8.359,13.0858008
ORDC09973,2018-03-11,10:11:49,Breakfast,,"[('Coffee', 6), ('Eggs', 1)]",67.0,-37.8040912,144.9634073,0,,13.7219889
ORDK07603,2018-02-14,09:21:07,Breakfast,BK,"[('Cereal', 9), ('Eggs', 2)]",233.0,-37.8207972,144.9942398,0,5.533,10.2974624
ORDX05970,2018-12-30,20:00:00,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 8)]",642.0,-37.8159229,144.9369739,0,10.058,19.5486235
ORDJ03505,2018-02-06,09:10:59,Breakfast,,"[('Cereal', 5), ('Eggs', 5), ('Pancake', 7)]",384.75,-37.8062531,144.9557032,0,9.298,11.203523
ORDY07764,2018-05-30,12:54:05,Lunch,TP,"[('Fries', 7), ('Burger', 8), ('Steak', 2), ('Salad', 5)]",508.0,-37.8067305,144.9393992,0,10.359,13.8187526
ORDB09858,2018-06-07,13:14:21,Lunch,,"[('Fries', 5), ('Salad', 5), ('Chicken', 4)]",274.0,-37.8039276,144.9489683,0,,12.9578598
ORDX01542,2018-11-02,18:08:27,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 8), ('Shrimp', 4)]",541.0,-37.8261076,144.9491163,0,9.566,16.504773459452164
ORDI08939,2018-03-21,10:32:06,Breakfast,NS,"[('Pancake', 5), ('Eggs', 7), ('Coffee', 4)]",305.25,-37.815026,144.9608825,0,8.297,13.4839674
ORDA07756,2018-07-30,14:55:46,Lunch,BK,"[('Steak', 1), ('Burger', 9)]",324.0,-37.7993969,144.9676441,0,7.822,13.4215322
ORDC00819,2018-04-11,11:12:40,Breakfast,,"[('Pancake', 7), ('Eggs', 9)]",367.75,-37.824005,144.9559912,0,10.215,15.0248354
ORDB00801,2018-05-10,12:13:31,Lunch,TP,"[('Chicken', 2), ('Steak', 4), ('Fries', 6), ('Burger', 4), ('Salad', 9)]",594.8,-37.7993521,144.9640569,0,9.826,13.3204021
ORDJ01926,2018-11-28,18:59:09,Dinner,,"[('Shrimp', 6), ('Salmon', 3), ('Fish&Chips', 8), ('Pasta', 10)]",1002.0,-37.8201101,144.968957,0,,11.7239682
ORDJ10562,2018-03-01,09:51:32,Breakfast,,"[('Eggs', 8), ('Coffee', 8), ('Pancake', 2)]",284.5,-37.8157557,145.0126113,0,12.039,14.3642629
ORDA07092,2018-09-03,16:06:45,Dinner,,"[('Salmon', 2), ('Shrimp', 2)]",190.0,-37.813504,144.9376699,0,,17.5121062
ORDB09921,2018-10-16,17:27:53,Dinner,TP,"[('Fish&Chips', 6), ('Pasta', 8)]",430.0,-37.8232999,144.9931572,0,9.7,13.7554244
ORDA09916,2018-01-25,08:40:33,Breakfast,BK,"[('Cereal', 2), ('Eggs', 7), ('Pancake', 8)]",390.0,-37.8101955,144.963686,0,7.559,12.5050272
ORDI04410,2018-10-11,17:17:44,Dinner,,"[('Shrimp', 3), ('Pasta', 5), ('Fish&Chips', 1)]",334.5,-37.8123695,144.9537121,0,8.546,13.8371706
ORDC03645,2018-02-09,09:10:59,Breakfast,NS,"[('Eggs', 5), ('Pancake', 2), ('Cereal', 3)]",221.5,-37.8108289,144.9670389,0,7.418,12.0351724
ORDJ05744,2018-01-04,08:00:00,Breakfast,TP,"[('Pancake', 3), ('Coffee', 5), ('Cereal', 7)]",257.25,-37.7997833,145.0097787,1,13.012,7.4457826
ORDY03521,2018-11-29,18:59:09,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 8)]",307.5,-37.8127226,145.014345,0,12.371,16.1907514
ORDX07030,2018-10-07,17:17:44,Dinner,BK,"[('Shrimp', 8), ('Salmon', 7), ('Fish&Chips', 3)]",824.0,-37.8088956,144.9608977,0,7.754,17.6653411
ORDC01614,2018-07-27,14:45:38,Lunch,,"[('Chicken', 3), ('Burger', 4), ('Fries', 4), ('Salad', 2), ('Steak', 1)]",347.4,-37.8221722,144.9784874,0,,14.6084602
ORDI02740,2018-12-05,19:09:17,Dinner,NS,"[('Fish&Chips', 3), ('Shrimp', 1), ('Pasta', 1), ('Salmon', 7)]",473.5,-37.8187764,144.9553333,0,9.08,15.1383977
ORDJ09596,2018-08-18,15:36:20,Lunch,TP,"[('Salad', 3), ('Fries', 8), ('Steak', 1), ('Chicken', 3)]",288.6,-37.8098683,144.9666843,0,8.762,13.7238464
ORDC05738,2018-08-15,15:26:11,Lunch,NS,"[('Salad', 2), ('Chicken', 8), ('Burger', 10), ('Fries', 10)]",720.4,-37.8090664,144.983856,0,8.005,13.6444286
ORDK06542,2018-11-08,18:18:35,Dinner,BK,"[('Shrimp', 5), ('Salmon', 8), ('Fish&Chips', 10)]",948.0,-37.811916,145.0133659,0,3.54,10.8401318
ORDB06966,2018-09-19,16:37:10,Dinner,TP,"[('Salmon', 6), ('Pasta', 1), ('Fish&Chips', 3)]",378.5,-37.8179282,144.9745447,0,8.286,12.8683829
ORDY02763,2018-12-06,19:09:17,Dinner,,"[('Salmon', 3), ('Fish&Chips', 3), ('Shrimp', 9), ('Pasta', 9)]",961.5,-37.8148482,144.9691384,0,8.196,12.8617447
ORDJ00229,2018-01-24,08:40:33,Breakfast,TP,"[('Cereal', 5), ('Coffee', 7), ('Eggs', 4), ('Pancake', 10)]",488.0,-37.8068271,144.9548986,0,9.266,11.9233926
ORDZ08035,2018-03-18,10:32:06,Breakfast,NS,"[('Coffee', 9), ('Cereal', 3), ('Eggs', 8), ('Pancake', 5)]",427.75,-37.8089992,144.972109,0,7.148,14.258725839882667
ORDK03107,2018-08-01,14:55:46,Lunch,BK,"[('Steak', 8), ('Burger', 1), ('Salad', 4), ('Chicken', 2), ('Fries', 7)]",607.8,-37.8140404,144.9676254,0,7.37,13.1248955
ORDJ00836,2018-12-22,19:49:51,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 1), ('Salmon', 2), ('Shrimp', 5)]",497.0,-37.811807,144.9734053,0,8.8,14.5282265030805
ORDJ06487,2018-09-21,16:47:19,Dinner,,"[('Pasta', 8), ('Fish&Chips', 9)]",535.0,-37.8200454,144.9583065,0,7.877,12.2075047
ORDI03251,2018-07-22,14:35:29,Lunch,NS,"[('Burger', 7), ('Salad', 2), ('Chicken', 7)]",475.4,-37.8126386,144.9735827,0,7.577,15.063687230545094
ORDZ04559,2018-08-20,15:36:20,Lunch,NS,"[('Chicken', 3), ('Salad', 10), ('Fries', 9), ('Burger', 9)]",655.0,-37.8028513,144.9473439,0,8.462,14.1162188
ORDY02442,2018-12-08,19:19:26,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 8)]",325.0,-37.8168468,144.9579291,0,8.129,13.8604797
ORDZ09281,2018-03-28,10:52:23,Breakfast,NS,"[('Eggs', 7), ('Coffee', 10), ('Cereal', 6)]",355.0,-37.7989324,144.9541514,0,7.608,13.0059882
ORDI10522,2018-05-01,11:53:14,Breakfast,NS,"[('Pancake', 9), ('Eggs', 4)]",306.25,-37.8017625,145.0053324,0,9.481,15.1401097
ORDX05213,2018-12-12,19:29:34,Dinner,BK,"[('Shrimp', 9), ('Pasta', 5)]",623.5,-37.8143599,144.9658294,0,7.686,14.6476858
ORDI07506,2018-01-26,08:50:42,Breakfast,NS,"[('Cereal', 9), ('Coffee', 4), ('Pancake', 10), ('Eggs', 2)]",505.5,-37.8153832,144.9629942,0,8.214,13.0750396
ORDZ05520,2018-09-23,16:47:19,Dinner,NS,"[('Salmon', 7), ('Shrimp', 3), ('Pasta', 9), ('Fish&Chips', 7)]",941.5,-37.7991009,144.9539298,0,7.63,15.8645067
ORDC07726,2018-03-18,10:32:06,Breakfast,NS,"[('Cereal', 6), ('Coffee', 1), ('Eggs', 1), ('Pancake', 5)]",276.75,-37.8151868,144.9523394,0,8.766,16.0106616
ORDA05349,2018-09-23,16:47:19,Dinner,BK,"[('Shrimp', 3), ('Pasta', 7)]",354.5,-37.805734,144.9450513,0,9.09,18.561063216845604
ORDK07246,2018-11-12,18:28:43,Dinner,BK,"[('Salmon', 8), ('Pasta', 8)]",548.0,-37.8151942,144.9397467,0,9.784,17.0610956
ORDA03542,2018-06-29,13:54:55,Lunch,BK,"[('Chicken', 6), ('Salad', 3)]",243.6,-37.803988,144.9903656,0,5.544,11.5155998
ORDA07743,2018-05-30,12:54:05,Lunch,BK,"[('Steak', 4), ('Chicken', 4), ('Burger', 7), ('Salad', 10), ('Fries', 6)]",769.0,-37.8043801,144.9297315,0,10.562,16.4602433
ORDZ07248,2018-05-03,12:03:22,Lunch,,"[('Chicken', 9), ('Burger', 8), ('Fries', 2)]",560.0,-37.8039614,145.0043169,0,9.495,15.0242993
ORDA03007,2018-11-10,18:18:35,Dinner,BK,"[('Pasta', 9), ('Shrimp', 3)]",409.5,-37.8206305,144.9832375,0,6.534,16.2452532
ORDY05959,2018-10-08,17:17:44,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 8)]",390.0,-37.8166359,144.9586589,0,8.06,12.0317422
ORDC04318,2018-06-07,13:14:21,Lunch,,"[('Burger', 2), ('Salad', 10)]",234.0,-37.8036459,144.9490246,0,8.506,13.9866129
ORDX03557,2018-08-19,15:36:20,Lunch,BK,"[('Burger', 3), ('Chicken', 6), ('Salad', 10)]",457.0,-37.8194684,144.9637468,0,7.904,16.5027501
ORDY04031,2018-02-21,09:41:24,Breakfast,,"[('Eggs', 9), ('Pancake', 1), ('Cereal', 2)]",264.25,-37.8138284,145.0000453,0,,12.9729962
ORDZ02738,2018-10-22,17:48:10,Dinner,NS,"[('Shrimp', 7), ('Salmon', 8), ('Fish&Chips', 5), ('Pasta', 5)]",1018.5,-37.8209335,144.9614206,0,9.023,14.9815156
ORDZ07203,2018-09-09,16:16:54,Dinner,NS,"[('Salmon', 2), ('Fish&Chips', 3), ('Shrimp', 10), ('Pasta', 5)]",864.5,-37.8093903,144.9892,0,8.461,16.2745069
ORDI03812,2018-09-07,16:16:54,Dinner,NS,"[('Salmon', 9), ('Shrimp', 5), ('Fish&Chips', 2)]",709.0,-37.8204553,144.9769294,0,8.877,14.8672458
ORDA00577,2018-10-06,17:07:36,Dinner,BK,"[('Shrimp', 5), ('Salmon', 4), ('Pasta', 6), ('Fish&Chips', 5)]",774.0,-37.8096332,145.0025106,0,4.047,13.1520038
ORDK09336,2018-05-16,12:23:39,Lunch,BK,"[('Salad', 9), ('Chicken', 7), ('Burger', 4)]",502.8,-37.809039,144.9719353,0,7.233,12.8150457
ORDI08568,2018-06-27,13:54:55,Lunch,NS,"[('Steak', 10), ('Fries', 3)]",486.0,-37.8258956,144.9843895,0,9.518,14.7542564
ORDY03430,2018-10-08,17:17:44,Dinner,TP,"[('Shrimp', 9), ('Salmon', 9), ('Fish&Chips', 9)]",1170.0,-37.815595,144.9582182,0,8.185,12.7584611
ORDC04418,2018-04-16,11:22:49,Breakfast,NS,"[('Cereal', 1), ('Eggs', 9), ('Pancake', 2)]",267.5,-37.8101963,144.9697917,0,7.189,12.2520854
ORDB08782,2018-04-15,11:22:49,Breakfast,TP,"[('Cereal', 2), ('Coffee', 2), ('Eggs', 3)]",123.0,-37.8047473,144.9452156,0,10.02,14.6128764
ORDB06244,2018-07-04,14:05:04,Lunch,TP,"[('Steak', 1), ('Salad', 7), ('Burger', 1), ('Chicken', 9)]",484.4,-37.8218293,144.9522232,0,8.449,11.8448769
ORDA01380,2018-05-14,12:23:39,Lunch,BK,"[('Burger', 2), ('Salad', 6), ('Steak', 8), ('Fries', 2)]",549.2,-37.8052677,144.9370948,0,9.843,16.0572095
ORDC00663,2018-10-16,17:27:53,Dinner,NS,"[('Pasta', 4), ('Fish&Chips', 4), ('Shrimp', 4), ('Salmon', 6)]",712.0,-37.8235142,144.9954167,0,10.131,16.6299496
ORDY06529,2018-04-18,11:32:57,Breakfast,,"[('Cereal', 1), ('Pancake', 10), ('Coffee', 2), ('Eggs', 8)]",454.5,-37.8133334,144.9739012,0,,11.2290457
ORDC08672,2018-08-09,15:16:03,Lunch,NS,"[('Steak', 5), ('Salad', 9), ('Fries', 3)]",415.8,-37.8116817,144.983426,0,8.225,13.4675843
ORDB05383,2018-04-13,11:22:49,Breakfast,,"[('Coffee', 2), ('Cereal', 6), ('Eggs', 6), ('Pancake', 10)]",515.5,-37.8015212,144.9478527,0,10.223,12.3040252
ORDB00772,2018-09-19,16:37:10,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 5), ('Pasta', 10)]",504.0,-37.8140119,144.9560524,0,8.535,12.9696178
ORDZ08787,2018-09-10,16:16:54,Dinner,NS,"[('Fish&Chips', 3), ('Shrimp', 2), ('Salmon', 1), ('Pasta', 6)]",419.0,-37.8104418,144.9614008,0,7.664,13.9600734
ORDA03847,2018-12-21,19:39:43,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 6), ('Salmon', 9), ('Pasta', 3)]",950.5,-37.8156966,144.9327192,0,10.874,17.8932699
ORDZ00075,2018-08-20,15:36:20,Lunch,NS,"[('Steak', 5), ('Salad', 2), ('Chicken', 10), ('Burger', 1)]",610.4,-37.8036897,144.9549765,0,7.841,13.5089665
ORDK05540,2018-06-21,13:34:38,Lunch,,"[('Burger', 5), ('Steak', 8), ('Chicken', 4), ('Salad', 10), ('Fries', 2)]",839.0,-37.8216303,144.9535812,0,8.739,15.1043207
ORDI10956,2018-12-03,19:09:17,Dinner,NS,"[('Salmon', 8), ('Shrimp', 10)]",868.0,-37.813342,145.0148451,0,11.301,17.329465709943772
ORDI00705,2018-04-12,11:22:49,Breakfast,NS,"[('Cereal', 9), ('Coffee', 2), ('Pancake', 4)]",301.0,-37.8196671,144.9627943,0,8.875,13.6196425
ORDI01856,2018-07-01,13:54:55,Lunch,NS,"[('Chicken', 6), ('Fries', 10), ('Salad', 4), ('Steak', 10), ('Burger', 5)]",985.8,-37.818138,144.9692103,0,8.705,16.2981832
ORDY06864,2018-01-08,08:10:08,Breakfast,TP,"[('Coffee', 9), ('Cereal', 9), ('Pancake', 8), ('Eggs', 9)]",648.5,-37.809441,144.9813953,1,9.497,6.2837576
ORDI05543,2018-01-02,08:00:00,Breakfast,NS,"[('Pancake', 8), ('Coffee', 7)]",246.5,-37.8121658,144.942053,1,9.414,7.0352412
ORDJ06120,2018-01-03,08:00:00,Breakfast,TP,"[('Pancake', 8), ('Coffee', 10)]",269.0,-37.8031878,144.9367171,1,10.852,6.2113381
ORDI04010,2018-04-27,11:43:05,Breakfast,NS,"[('Cereal', 2), ('Pancake', 1), ('Coffee', 5)]",103.75,-37.8105953,144.9653759,0,7.471,12.1913081
ORDZ10160,2018-12-04,19:09:17,Dinner,NS,"[('Fish&Chips', 7), ('Pasta', 5)]",382.5,-37.8105716,145.0008345,0,9.505,15.5582459
ORDX07617,2018-07-19,14:35:29,Lunch,,"[('Steak', 3), ('Fries', 6), ('Salad', 8)]",344.6,-37.799995,144.9740232,0,7.323,12.8261749
ORDX10640,2018-03-06,10:01:41,Breakfast,BK,"[('Eggs', 6), ('Coffee', 7)]",184.5,-37.8129912,144.952109,0,8.49,13.473074552963455
ORDA00784,2018-03-25,10:42:15,Breakfast,,"[('Eggs', 6), ('Coffee', 10), ('Cereal', 10), ('Pancake', 9)]",635.25,-37.8093847,144.9730268,0,,14.2987585
ORDX11048,2018-08-11,15:16:03,Lunch,,"[('Burger', 10), ('Chicken', 3), ('Salad', 3), ('Steak', 6)]",727.6,-37.8106068,144.9887464,0,5.219,13.1622055
ORDX05683,2018-11-24,18:49:00,Dinner,,"[('Pasta', 7), ('Shrimp', 9), ('Salmon', 4), ('Fish&Chips', 2)]",912.5,-37.8139185,144.9396369,0,9.735,19.4591977
ORDK03481,2018-03-06,10:01:41,Breakfast,BK,"[('Cereal', 2), ('Pancake', 4), ('Coffee', 4)]",169.0,-37.813159,144.9515139,0,8.546,13.6295843
ORDC07642,2018-10-30,17:58:18,Dinner,NS,"[('Salmon', 1), ('Pasta', 2), ('Fish&Chips', 3), ('Shrimp', 3)]",363.0,-37.807418,144.9989152,0,9.106,15.1761522
ORDZ09830,2018-04-27,11:53:14,Breakfast,NS,"[('Pancake', 4), ('Coffee', 9), ('Cereal', 4)]",248.5,-37.7999606,144.9942137,0,8.446,13.5717959
ORDX01575,2018-08-22,15:46:28,Lunch,BK,"[('Salad', 8), ('Steak', 6), ('Burger', 4), ('Chicken', 2)]",595.6,-37.8113983,144.9494621,0,8.832,14.6883295
ORDX11039,2018-01-19,08:30:25,Breakfast,,"[('Pancake', 1), ('Eggs', 5), ('Coffee', 5), ('Cereal', 8)]",339.75,-37.8029891,144.967552,1,,6.1112766
ORDZ00518,2018-07-09,14:15:12,Lunch,NS,"[('Salad', 9), ('Fries', 10)]",274.8,-37.8140169,144.9396162,0,9.646,15.1814955
ORDJ00726,2018-11-21,18:38:52,Dinner,TP,"[('Pasta', 5), ('Fish&Chips', 2)]",207.5,-37.808314,144.9761309,0,9.232,12.8655012
ORDB03691,2018-12-24,19:49:51,Dinner,TP,"[('Shrimp', 9), ('Salmon', 2), ('Pasta', 7), ('Fish&Chips', 9)]",1075.5,-37.8114081,144.9613741,0,8.406,12.3145109
ORDB00974,2018-03-03,10:01:41,Breakfast,TP,"[('Coffee', 2), ('Eggs', 9)]",213.0,-37.8238216,144.9902251,0,9.49,13.652385527464217
ORDA10813,2018-02-25,09:41:24,Breakfast,BK,"[('Eggs', 1), ('Coffee', 7), ('Cereal', 4), ('Pancake', 6)]",304.0,-37.8136563,144.9612615,0,7.84,14.8738507
ORDY05507,2018-04-05,11:02:32,Breakfast,TP,"[('Pancake', 10), ('Cereal', 7), ('Eggs', 8), ('Coffee', 2)]",580.5,-37.8189711,144.9519944,0,8.649,11.4625757
ORDY05719,2018-04-14,11:22:49,Breakfast,,"[('Coffee', 4), ('Eggs', 1), ('Pancake', 5)]",173.25,-37.8194511,144.9548142,0,,12.1497586
ORDX06557,2018-02-25,09:41:24,Breakfast,BK,"[('Coffee', 7), ('Cereal', 4)]",136.5,-37.8030914,145.008892,0,4.488,11.9834528
ORDK06418,2018-09-09,16:16:54,Dinner,,"[('Pasta', 6), ('Salmon', 8)]",493.0,-37.8155341,144.970186,0,,16.6336145
ORDB05879,2018-09-11,16:27:02,Dinner,TP,"[('Salmon', 6), ('Shrimp', 2), ('Fish&Chips', 7)]",599.0,-37.81052,144.9754675,0,8.964,13.167936647326865
ORDZ10583,2018-01-16,08:30:25,Breakfast,,"[('Cereal', 7), ('Eggs', 9), ('Pancake', 8)]",539.0,-37.8123505,144.9695525,1,7.511,6.3241489
ORDI03237,2018-05-15,12:23:39,Lunch,NS,"[('Steak', 1), ('Salad', 5), ('Burger', 9)]",410.0,-37.817231,144.9643889,0,8.405,13.8976981
