order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB08168,2018-12-21,19:49:51,Dinner,TP,"[('Shrimp', 2), ('Pasta', 10), ('Salmon', 6), ('Fish&Chips', 4)]",769.0,-37.8113568,144.9694316,0,8.707,13.251028
ORDI01594,2018-12-23,19:49:51,Dinner,NS,"[('Shrimp', 8), ('Salmon', 4), ('Pasta', 3), ('Fish&Chips', 4)]",818.5,-37.8036034,144.9815875,0,7.307,15.197116
ORDB00579,2018-07-04,14:05:04,Lunch,TP,"[('Fries', 10), ('Burger', 9)]",399.0,-37.8042115,145.002375,0,11.756,15.0704756
ORDC04814,2018-02-16,09:31:16,Breakfast,NS,"[('Pancake', 1), ('Eggs', 2)]",68.25,-37.8012908,144.9457529,0,8.486,13.0025733
ORDZ07085,2018-03-29,10:52:23,Breakfast,NS,"[('Pancake', 9), ('Eggs', 7), ('Cereal', 3), ('Coffee', 4)]",465.25,-37.8143184,144.9493829,0,10.094,14.8456312
ORDC10608,2018-08-02,15:05:54,Lunch,NS,"[('Chicken', 5), ('Fries', 5), ('Burger', 2)]",282.0,-37.8054246,144.9521368,0,8.239,14.0866469
ORDJ08972,2018-08-14,15:26:11,Lunch,TP,"[('Steak', 3), ('Burger', 4)]",259.0,-37.8229997,144.9644869,0,7.585,11.6707251
ORDX02957,2018-04-09,11:12:40,Breakfast,BK,"[('Coffee', 5), ('Cereal', 9)]",226.5,-37.8119194,144.9672603,0,7.258,11.9995733
ORDZ04106,2018-10-03,17:07:36,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 10), ('Shrimp', 7), ('Salmon', 3)]",1126.0,-37.8020727,144.96336,0,6.921,13.0004562
ORDY00998,2018-05-09,12:13:31,Lunch,TP,"[('Steak', 5), ('Chicken', 6), ('Salad', 7), ('Burger', 5), ('Fries', 7)]",776.4,-37.8174935,144.9888148,0,9.575,12.6605135
ORDJ06382,2018-06-12,13:24:30,Lunch,TP,"[('Fries', 5), ('Chicken', 9), ('Burger', 6)]",534.0,-37.803075,144.9467764,0,10.101,13.3678522
ORDA08837,2018-09-29,16:57:27,Dinner,BK,"[('Shrimp', 3), ('Salmon', 4)]",326.0,-37.8025521,144.9327348,0,10.39,20.3395895
ORDY08794,2018-08-08,15:16:03,Lunch,TP,"[('Chicken', 10), ('Salad', 1), ('Fries', 4), ('Burger', 1), ('Steak', 4)]",596.2,-37.8062,144.9420627,0,10.285,13.7900782
ORDA05871,2018-05-19,12:33:48,Lunch,BK,"[('Burger', 5), ('Chicken', 10), ('Salad', 10), ('Steak', 9)]",1052.0,-37.8245608,144.9564993,0,9.817,18.2087308
ORDZ09990,2018-06-17,13:34:38,Lunch,NS,"[('Fries', 5), ('Burger', 4), ('Salad', 9)]",338.8,-37.8004724,144.9644216,0,6.647,13.9151885
ORDY04550,2018-06-30,13:54:55,Lunch,TP,"[('Salad', 1), ('Fries', 3), ('Steak', 5), ('Chicken', 4)]",406.2,-37.8223332,144.9969724,0,10.17,14.8616686
ORDY06645,2018-05-23,12:43:56,Lunch,TP,"[('Salad', 9), ('Fries', 2)]",178.8,-37.8144495,145.015303,0,13.045,15.9087396
ORDB02632,2018-06-08,13:14:21,Lunch,TP,"[('Fries', 4), ('Steak', 1), ('Chicken', 5), ('Salad', 1)]",270.2,-37.8178791,144.9463126,0,9.287,12.7688262
ORDZ05330,2018-03-25,10:42:15,Breakfast,NS,"[('Eggs', 5), ('Coffee', 5)]",147.5,-37.810106,144.9555752,0,8.173,15.1143361
ORDJ03885,2018-08-06,15:05:54,Lunch,TP,"[('Burger', 2), ('Steak', 3), ('Fries', 1), ('Salad', 1), ('Chicken', 3)]",322.2,-37.8119997,144.9656268,0,8.422,12.282985
ORDC07873,2018-02-20,09:41:24,Breakfast,NS,"[('Cereal', 9), ('Coffee', 2)]",204.0,-37.8173296,144.9673881,0,8.303,13.437825
ORDB03919,2018-03-26,10:42:15,Breakfast,TP,"[('Coffee', 1), ('Eggs', 5), ('Pancake', 7), ('Cereal', 8)]",455.25,-37.8157265,144.9510606,0,9.972,13.0356995
ORDZ03072,2018-07-28,14:55:46,Lunch,NS,"[('Salad', 8), ('Steak', 7), ('Fries', 1), ('Chicken', 6)]",656.6,-37.8149716,144.9606149,0,8.298,15.7870174
ORDI08492,2018-02-19,09:31:16,Breakfast,NS,"[('Cereal', 2), ('Coffee', 5), ('Eggs', 5)]",189.5,-37.8072312,144.9559266,0,8.085,13.121757
ORDC05319,2018-03-18,10:32:06,Breakfast,NS,"[('Eggs', 1), ('Coffee', 9), ('Pancake', 5), ('Cereal', 7)]",357.75,-37.815109,144.9749588,0,7.894,15.2359533
ORDB08451,2018-09-23,16:47:19,Dinner,TP,"[('Shrimp', 1), ('Salmon', 7), ('Pasta', 6)]",506.0,-37.798957,144.9542674,0,9.943,15.3713546
ORDY09879,2018-05-25,12:43:56,Lunch,TP,"[('Fries', 4), ('Chicken', 6), ('Steak', 1)]",285.0,-37.8035321,144.9944033,0,11.131,14.57479
ORDX04242,2018-09-01,16:06:45,Dinner,BK,"[('Fish&Chips', 7), ('Shrimp', 10), ('Pasta', 8), ('Salmon', 6)]",1251.0,-37.8167794,144.9541952,0,8.573,17.5184501
ORDB08883,2018-02-01,09:00:50,Breakfast,TP,"[('Coffee', 10), ('Eggs', 1), ('Cereal', 1), ('Pancake', 2)]",166.5,-37.8207154,144.9792826,0,8.782,11.6083179
ORDZ09132,2018-01-26,08:40:33,Breakfast,NS,"[('Eggs', 6), ('Cereal', 1)]",153.0,-37.7991941,144.9876825,0,7.905,12.8030859
ORDZ07178,2018-06-16,13:24:30,Lunch,NS,"[('Steak', 4), ('Chicken', 1)]",212.0,-37.8199952,145.0142183,0,11.404,18.8659593
ORDI04716,2018-09-20,16:37:10,Dinner,NS,"[('Pasta', 6), ('Shrimp', 6), ('Salmon', 10), ('Fish&Chips', 7)]",1144.0,-37.8242654,145.0149792,0,11.904,18.256468
ORDZ00077,2018-10-07,17:17:44,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 9)]",719.0,-37.8194281,144.9611686,0,8.872,17.1105182
ORDY09099,2018-09-21,16:47:19,Dinner,TP,"[('Pasta', 5), ('Shrimp', 4), ('Salmon', 8)]",681.5,-37.8054791,144.9487798,0,9.683,14.0632472
ORDY05974,2018-05-21,12:33:48,Lunch,TP,"[('Fries', 8), ('Chicken', 6)]",288.0,-37.815741,144.9540612,0,8.608,12.415631
ORDY09901,2018-12-07,19:19:26,Dinner,TP,"[('Pasta', 5), ('Salmon', 3), ('Shrimp', 3), ('Fish&Chips', 1)]",457.5,-37.8055185,144.95227,0,9.512,13.0312012
ORDZ04619,2018-09-10,16:16:54,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 4)]",460.0,-37.8162093,144.9640567,0,8.275,14.4873782
ORDY06595,2018-12-29,20:00:00,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 2), ('Salmon', 5), ('Pasta', 7)]",899.5,-37.8163425,144.9373093,0,10.435,15.9775086
ORDK07290,2018-08-08,15:16:03,Lunch,BK,"[('Fries', 10), ('Burger', 2), ('Chicken', 10)]",502.0,-37.8125275,144.9362089,0,10.545,16.2672008
ORDB10294,2018-02-13,09:21:07,Breakfast,TP,"[('Cereal', 10), ('Pancake', 4), ('Coffee', 9), ('Eggs', 3)]",440.5,-37.802525,144.9270871,0,11.619,13.9269918
ORDZ02326,2018-06-15,13:24:30,Lunch,NS,"[('Salad', 6), ('Chicken', 3), ('Steak', 2), ('Fries', 1)]",301.2,-37.8069808,144.9942382,0,8.686,13.9541675
ORDJ09381,2018-08-19,15:36:20,Lunch,TP,"[('Steak', 9), ('Fries', 7), ('Burger', 6), ('Chicken', 3)]",771.0,-37.802755,144.9473571,0,10.102,14.6859627
ORDC01089,2018-03-14,10:21:58,Breakfast,NS,"[('Eggs', 6), ('Cereal', 6), ('Coffee', 7)]",310.5,-37.8166344,144.966435,0,8.252,13.5948079
ORDX05408,2018-12-04,19:09:17,Dinner,BK,"[('Shrimp', 3), ('Pasta', 6)]",327.0,-37.8105799,145.0007616,0,4.067,10.8783868
ORDA00312,2018-05-23,12:43:56,Lunch,BK,"[('Salad', 6), ('Fries', 3)]",139.2,-37.8149608,144.9862468,0,5.877,11.8748715
ORDJ00349,2018-09-16,16:37:10,Dinner,TP,"[('Salmon', 5), ('Shrimp', 1), ('Fish&Chips', 2)]",329.0,-37.8141262,144.9735497,0,8.549,14.0716472
ORDX05078,2018-02-07,09:10:59,Breakfast,BK,"[('Coffee', 9), ('Eggs', 6), ('Cereal', 4), ('Pancake', 5)]",404.75,-37.8247956,144.9889474,0,6.429,11.445714
ORDI02253,2018-12-29,20:00:00,Dinner,NS,"[('Fish&Chips', 8), ('Shrimp', 4), ('Salmon', 7), ('Pasta', 9)]",1030.5,-37.8163952,144.9381699,0,9.995,17.9109215
ORDB04692,2018-07-16,14:25:21,Lunch,TP,"[('Burger', 3), ('Salad', 2)]",127.4,-37.8057283,144.9550903,0,9.372,12.5811933
ORDJ04915,2018-12-24,19:49:51,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 5), ('Shrimp', 9)]",866.0,-37.816432,144.9669977,0,7.858,12.0248961
ORDC09432,2018-04-10,11:12:40,Breakfast,NS,"[('Coffee', 7), ('Eggs', 6), ('Cereal', 8), ('Pancake', 1)]",376.75,-37.8100391,144.9047525,0,12.098,17.232746
ORDX10091,2018-06-04,13:04:13,Lunch,BK,"[('Chicken', 6), ('Steak', 9), ('Fries', 7)]",681.0,-37.8203815,144.9708427,0,7.871,13.4908057
ORDX05050,2018-02-05,09:10:59,Breakfast,BK,"[('Cereal', 1), ('Eggs', 9), ('Coffee', 10)]",294.0,-37.8103177,144.9726522,0,6.775,11.4998059
ORDY09875,2018-07-06,14:05:04,Lunch,TP,"[('Steak', 8), ('Fries', 6), ('Salad', 1), ('Chicken', 6), ('Burger', 4)]",765.2,-37.8004608,144.995272,0,11.501,14.2989846
ORDX02882,2018-03-19,10:32:06,Breakfast,BK,"[('Coffee', 3), ('Eggs', 7)]",176.5,-37.8073818,144.9728786,0,6.585,11.0507279
ORDI04537,2018-05-24,12:43:56,Lunch,NS,"[('Salad', 8), ('Fries', 7), ('Steak', 7), ('Burger', 8)]",784.6,-37.8128845,144.9848008,0,8.48,13.5772053
ORDC07914,2018-04-24,11:43:05,Breakfast,NS,"[('Cereal', 10), ('Pancake', 7)]",379.75,-37.8187896,144.9532997,0,9.229,14.2402191
ORDX04774,2018-09-23,16:47:19,Dinner,BK,"[('Pasta', 2), ('Salmon', 3), ('Fish&Chips', 4), ('Shrimp', 1)]",372.0,-37.824756,144.9568999,0,8.851,18.4606145
ORDZ04521,2018-07-30,14:55:46,Lunch,NS,"[('Fries', 9), ('Salad', 8), ('Burger', 1), ('Chicken', 2), ('Steak', 8)]",700.6,-37.8121635,144.9737165,0,7.635,13.5893276
ORDX06643,2018-12-31,20:00:00,Dinner,BK,"[('Pasta', 10), ('Salmon', 2)]",357.0,-37.8040211,144.969444,0,7.163,13.7807578
ORDJ05375,2018-08-20,15:36:20,Lunch,TP,"[('Burger', 8), ('Steak', 9), ('Fries', 2), ('Salad', 5)]",763.0,-37.8045436,144.9487414,0,9.816,13.0828983
ORDJ06816,2018-02-18,09:31:16,Breakfast,TP,"[('Coffee', 8), ('Cereal', 2)]",102.0,-37.8191774,144.9655193,0,7.404,12.1057179
ORDX04005,2018-08-15,15:26:11,Lunch,BK,"[('Fries', 3), ('Burger', 5), ('Salad', 9), ('Steak', 1), ('Chicken', 9)]",678.8,-37.8109156,144.9719503,0,6.859,12.6916726
ORDX04605,2018-03-16,10:21:58,Breakfast,BK,"[('Eggs', 2), ('Coffee', 7), ('Cereal', 2)]",138.5,-37.8192601,144.9575378,0,8.371,13.4799019
ORDJ10800,2018-05-20,12:33:48,Lunch,TP,"[('Fries', 6), ('Steak', 8), ('Salad', 1), ('Chicken', 7)]",673.2,-37.8096666,144.9926783,0,10.409,14.4158474
ORDK04276,2018-09-08,16:16:54,Dinner,BK,"[('Salmon', 3), ('Fish&Chips', 5)]",298.0,-37.8170541,144.9533907,0,8.648,17.6037337
ORDK10757,2018-09-23,16:47:19,Dinner,BK,"[('Pasta', 3), ('Salmon', 7), ('Shrimp', 4), ('Fish&Chips', 3)]",690.5,-37.8150656,144.9616574,0,7.926,17.6193746
ORDB02803,2018-08-28,15:56:37,Lunch,TP,"[('Steak', 10), ('Fries', 1)]",462.0,-37.812004,144.9636734,0,8.296,11.5078748
ORDJ10219,2018-06-21,13:34:38,Lunch,TP,"[('Steak', 7), ('Chicken', 4), ('Salad', 10), ('Burger', 3)]",708.0,-37.7997319,144.9636806,0,9.803,12.8195951
ORDX03799,2018-04-05,11:02:32,Breakfast,BK,"[('Eggs', 4), ('Cereal', 3), ('Coffee', 10)]",226.0,-37.8253385,144.9460998,0,9.588,14.5873153
ORDK04749,2018-07-25,14:45:38,Lunch,BK,"[('Chicken', 1), ('Fries', 3), ('Burger', 2), ('Steak', 7)]",445.0,-37.8094861,144.9554003,0,8.227,13.82184
ORDK10885,2018-05-04,12:03:22,Lunch,BK,"[('Burger', 9), ('Fries', 4), ('Steak', 10), ('Chicken', 8), ('Salad', 8)]",1170.6,-37.8110334,144.9635955,0,7.682,13.1057089
ORDX03344,2018-05-25,12:43:56,Lunch,BK,"[('Salad', 10), ('Fries', 6)]",244.0,-37.8241365,144.9491165,0,9.395,16.1313814
ORDZ09298,2018-10-13,17:27:53,Dinner,NS,"[('Fish&Chips', 6), ('Shrimp', 7), ('Salmon', 2)]",670.0,-37.8115781,144.9459672,0,9.018,16.4229861
ORDY01371,2018-07-13,14:25:21,Lunch,TP,"[('Salad', 10), ('Burger', 2), ('Fries', 6), ('Steak', 1), ('Chicken', 3)]",447.0,-37.8187094,145.0007791,0,10.657,13.5503622
ORDA02454,2018-02-16,09:31:16,Breakfast,BK,"[('Coffee', 6), ('Eggs', 4), ('Cereal', 9)]",322.0,-37.8176852,145.0071353,0,4.11,8.7589666
ORDK08113,2018-06-12,13:24:30,Lunch,BK,"[('Steak', 6), ('Fries', 4)]",318.0,-37.8031406,144.9459879,0,9.15,15.049517
ORDA01141,2018-03-23,10:42:15,Breakfast,BK,"[('Cereal', 3), ('Coffee', 8)]",123.0,-37.8154839,144.9282243,0,11.735,16.9006377
ORDK00989,2018-09-13,16:27:02,Dinner,BK,"[('Shrimp', 8), ('Fish&Chips', 3)]",537.0,-37.8025695,144.9569043,0,8.269,15.0753984
ORDC09268,2018-10-27,17:58:18,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 4)]",460.0,-37.8178464,144.9640323,0,8.514,16.0916243
ORDJ01544,2018-08-19,15:36:20,Lunch,TP,"[('Steak', 3), ('Chicken', 5), ('Burger', 8), ('Salad', 8), ('Fries', 2)]",704.6,-37.802755,144.9473571,0,10.102,14.6458301
ORDB02827,2018-09-17,16:37:10,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 4)]",234.0,-37.8162667,144.9690507,0,7.995,12.831206
ORDJ08585,2018-05-28,12:54:05,Lunch,TP,"[('Burger', 5), ('Fries', 1), ('Chicken', 9), ('Steak', 4)]",635.0,-37.79305,144.97572,0,10.919,13.6531104
ORDC10098,2018-05-15,12:23:39,Lunch,NS,"[('Chicken', 7), ('Burger', 5), ('Salad', 1), ('Fries', 1), ('Steak', 9)]",813.2,-37.8188044,144.9623755,0,8.735,14.2585023
ORDI00880,2018-02-11,09:21:07,Breakfast,NS,"[('Coffee', 2), ('Eggs', 2), ('Pancake', 7), ('Cereal', 1)]",249.75,-37.8130921,144.9708751,0,7.547,14.5411781
ORDZ04418,2018-07-23,14:45:38,Lunch,NS,"[('Chicken', 6), ('Fries', 10), ('Salad', 2)]",346.4,-37.8273271,145.0130019,0,11.722,17.0270828
ORDJ09582,2018-08-12,15:26:11,Lunch,TP,"[('Chicken', 3), ('Fries', 10), ('Burger', 3), ('Steak', 7), ('Salad', 1)]",641.2,-37.8136019,144.9648752,0,8.179,13.48448
ORDK00737,2018-05-13,12:23:39,Lunch,BK,"[('Fries', 7), ('Burger', 8), ('Salad', 8)]",469.6,-37.8084975,144.9589549,0,7.828,16.4945898
ORDZ04737,2018-10-15,17:27:53,Dinner,NS,"[('Pasta', 1), ('Salmon', 10), ('Fish&Chips', 10), ('Shrimp', 8)]",1219.5,-37.814678,144.9899876,0,9.052,15.0077453
ORDA10349,2018-11-23,18:49:00,Dinner,BK,"[('Salmon', 2), ('Shrimp', 8), ('Fish&Chips', 8)]",794.0,-37.8129005,144.9298785,0,11.32,18.5720122
ORDK06391,2018-07-31,14:55:46,Lunch,BK,"[('Steak', 1), ('Chicken', 2), ('Burger', 1)]",140.0,-37.8019853,144.9713861,0,7.276,13.1709049
ORDX08081,2018-02-07,09:10:59,Breakfast,BK,"[('Eggs', 10), ('Coffee', 2), ('Cereal', 1)]",256.0,-37.8169681,144.9901651,0,5.604,10.7120499
ORDA00344,2018-02-23,09:41:24,Breakfast,BK,"[('Cereal', 1), ('Eggs', 8), ('Coffee', 1)]",204.5,-37.8236313,144.9673422,0,8.162,12.9631011
ORDJ06565,2018-05-21,12:33:48,Lunch,TP,"[('Salad', 7), ('Chicken', 3)]",216.4,-37.8184967,145.0154168,0,12.596,15.7489211
ORDZ00276,2018-07-22,14:35:29,Lunch,NS,"[('Fries', 1), ('Steak', 3), ('Salad', 2), ('Burger', 10)]",491.4,-37.8087586,144.9467904,0,8.905,16.4817917
ORDY03873,2018-06-04,13:04:13,Lunch,TP,"[('Salad', 2), ('Chicken', 2)]",98.4,-37.8108192,144.9387736,0,10.275,13.5921273
ORDB00487,2018-02-19,09:31:16,Breakfast,TP,"[('Pancake', 2), ('Coffee', 6), ('Cereal', 9), ('Eggs', 8)]",458.5,-37.8086441,144.9628946,0,8.792,11.7751934
ORDC08246,2018-07-28,14:55:46,Lunch,NS,"[('Salad', 2), ('Burger', 4), ('Fries', 2), ('Steak', 9)]",587.4,-37.8115241,144.9592206,0,7.912,15.2977434
ORDA04848,2018-08-29,15:56:37,Lunch,BK,"[('Chicken', 9), ('Fries', 10)]",408.0,-37.8130158,144.9515381,0,8.547,14.3021936
ORDZ09137,2018-03-21,10:32:06,Breakfast,NS,"[('Eggs', 5), ('Coffee', 6), ('Cereal', 5)]",260.0,-37.8130001,144.9599442,0,8.05,12.9251445
ORDB08886,2018-11-08,18:18:35,Dinner,TP,"[('Shrimp', 10), ('Salmon', 9)]",909.0,-37.8109075,144.9888918,0,9.941,13.8722667
ORDK07932,2018-12-29,20:00:00,Dinner,BK,"[('Shrimp', 4), ('Fish&Chips', 1), ('Salmon', 10)]",661.0,-37.8162679,144.9372252,0,10.011,19.8326964
ORDX04184,2018-06-04,13:04:13,Lunch,BK,"[('Chicken', 2), ('Salad', 10), ('Burger', 3), ('Fries', 10)]",449.0,-37.8202483,144.970656,0,7.843,13.8261572
ORDC07053,2018-07-31,14:55:46,Lunch,NS,"[('Burger', 10), ('Steak', 5)]",535.0,-37.8031679,144.9734487,0,6.513,12.1987525
ORDX07978,2018-06-24,13:44:47,Lunch,BK,"[('Chicken', 2), ('Salad', 3), ('Fries', 5), ('Burger', 1), ('Steak', 4)]",386.6,-37.8253292,144.9827738,0,7.072,15.4680779
ORDK05561,2018-06-27,13:44:47,Lunch,BK,"[('Burger', 7), ('Salad', 10), ('Chicken', 3), ('Fries', 8)]",581.0,-37.8246282,144.9893415,0,6.397,12.6577995
ORDB00050,2018-12-27,20:00:00,Dinner,TP,"[('Pasta', 4), ('Shrimp', 3)]",272.0,-37.8179807,144.9319734,0,10.749,15.2365175
ORDJ03597,2018-04-03,11:02:32,Breakfast,TP,"[('Coffee', 6), ('Pancake', 8), ('Cereal', 3), ('Eggs', 9)]",500.0,-37.8132276,144.9905769,0,10.034,12.4438213
ORDI05956,2018-11-06,18:18:35,Dinner,NS,"[('Fish&Chips', 7), ('Salmon', 7), ('Shrimp', 10)]",1072.0,-37.8151864,144.9637397,0,8.142,14.0577761
ORDX07077,2018-09-24,16:47:19,Dinner,BK,"[('Pasta', 2), ('Shrimp', 8), ('Salmon', 6), ('Fish&Chips', 8)]",1013.0,-37.8020696,144.9843449,0,6.248,13.3163754
ORDB00391,2018-08-19,15:36:20,Lunch,TP,"[('Salad', 3), ('Chicken', 9), ('Fries', 3), ('Burger', 5)]",530.6,-37.8211071,145.0135735,0,11.93,16.7592244
ORDB03620,2018-02-18,09:31:16,Breakfast,TP,"[('Coffee', 5), ('Eggs', 7), ('Pancake', 2)]",240.0,-37.8051789,144.9372875,0,10.723,14.3100572
ORDI02184,2018-12-23,19:49:51,Dinner,NS,"[('Shrimp', 7), ('Fish&Chips', 5), ('Pasta', 4)]",663.0,-37.805422,144.9522901,0,8.222,16.0416523
ORDB05148,2018-08-13,15:26:11,Lunch,TP,"[('Salad', 1), ('Burger', 5)]",172.2,-37.8206671,144.9660763,0,7.392,11.3452055
ORDB05337,2018-10-02,17:07:36,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 7), ('Shrimp', 10), ('Pasta', 10)]",1277.0,-37.8006424,144.9776168,0,10.149,13.887699
ORDJ04111,2018-12-31,20:00:00,Dinner,TP,"[('Salmon', 7), ('Fish&Chips', 7), ('Pasta', 8)]",752.0,-37.8011713,145.0045171,0,12.229,16.278823
ORDK08505,2018-11-18,18:38:52,Dinner,BK,"[('Pasta', 6), ('Shrimp', 4)]",381.0,-37.8038661,144.9641243,0,7.579,16.8884838
ORDA03601,2018-10-27,17:58:18,Dinner,BK,"[('Shrimp', 7), ('Pasta', 7), ('Salmon', 2)]",652.5,-37.8168529,144.9953284,0,5.079,14.2227243
ORDY08098,2018-08-31,15:56:37,Lunch,TP,"[('Burger', 1), ('Fries', 10), ('Chicken', 2), ('Salad', 5), ('Steak', 3)]",436.0,-37.8018385,144.9633837,0,9.556,12.9004235
ORDX04362,2018-12-26,19:49:51,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 3)]",310.0,-37.8111789,144.9990511,0,4.286,11.0402
ORDB01381,2018-03-18,10:32:06,Breakfast,TP,"[('Cereal', 2), ('Coffee', 5)]",79.5,-37.8126665,144.9734777,0,8.695,13.3033731
ORDK07496,2018-10-14,17:27:53,Dinner,BK,"[('Shrimp', 5), ('Salmon', 4), ('Fish&Chips', 5)]",609.0,-37.8161578,144.9949905,0,5.053,14.6521804
ORDX03338,2018-01-28,08:50:42,Breakfast,BK,"[('Coffee', 8), ('Pancake', 2), ('Cereal', 3), ('Eggs', 8)]",347.5,-37.8238298,144.9434817,0,9.925,16.9658933
ORDY00942,2018-09-11,16:16:54,Dinner,TP,"[('Shrimp', 6), ('Salmon', 8), ('Fish&Chips', 8), ('Pasta', 1)]",959.5,-37.8087718,144.9661834,0,8.864,12.9368244
ORDA09652,2018-05-22,12:33:48,Lunch,BK,"[('Chicken', 9), ('Burger', 8), ('Steak', 2), ('Fries', 3), ('Salad', 7)]",782.4,-37.7999759,145.0085734,0,4.748,10.7858136
ORDA09033,2018-12-11,19:19:26,Dinner,BK,"[('Salmon', 8), ('Shrimp', 1)]",382.0,-37.8244598,144.9876932,0,6.502,12.7191421
ORDC07174,2018-05-27,12:43:56,Lunch,NS,"[('Salad', 10), ('Chicken', 6), ('Fries', 9), ('Burger', 3)]",565.0,-37.8235788,144.980489,0,9.079,16.1543887
ORDJ10825,2018-09-05,16:06:45,Dinner,TP,"[('Fish&Chips', 8), ('Shrimp', 8), ('Pasta', 10)]",987.0,-37.8148931,144.9272025,0,11.846,15.2802686
ORDK09648,2018-07-29,14:55:46,Lunch,BK,"[('Fries', 4), ('Burger', 9), ('Chicken', 2)]",391.0,-37.8194074,144.9496208,0,9.343,18.0186276
ORDB04623,2018-11-08,18:18:35,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 5)]",375.0,-37.812708,144.9831015,0,9.299,13.112159
ORDK05598,2018-08-16,15:26:11,Lunch,BK,"[('Salad', 8), ('Steak', 5), ('Burger', 1)]",393.6,-37.8110202,145.0005778,0,4.122,10.0699283
ORDC02515,2018-05-21,12:33:48,Lunch,NS,"[('Steak', 10), ('Salad', 4), ('Burger', 3), ('Chicken', 9)]",899.8,-37.7994897,144.963079,0,6.868,12.4007854
ORDI03091,2018-11-09,18:18:35,Dinner,NS,"[('Shrimp', 8), ('Salmon', 7), ('Fish&Chips', 5), ('Pasta', 2)]",949.0,-37.8142131,144.9854751,0,8.641,15.1419459
ORDC03423,2018-10-09,17:17:44,Dinner,NS,"[('Pasta', 6), ('Salmon', 7), ('Fish&Chips', 2), ('Shrimp', 5)]",792.0,-37.8123325,144.9519667,0,8.64,13.9961899
ORDB09494,2018-03-20,10:32:06,Breakfast,TP,"[('Cereal', 8), ('Pancake', 7), ('Coffee', 8)]",397.75,-37.8104287,144.9571029,0,8.864,11.3742595
ORDC10056,2018-06-18,13:34:38,Lunch,NS,"[('Burger', 3), ('Chicken', 10), ('Salad', 10)]",585.0,-37.8263306,145.0039026,0,10.913,16.56264
ORDK07181,2018-04-25,11:43:05,Breakfast,BK,"[('Eggs', 5), ('Cereal', 9), ('Pancake', 4)]",396.0,-37.8188086,144.9532253,0,8.81,13.8660029
ORDZ07442,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 8), ('Cereal', 8), ('Coffee', 10)]",419.0,-37.8032412,144.9925347,0,8.306,13.2758508
ORDC10127,2018-08-14,15:26:11,Lunch,NS,"[('Steak', 10), ('Burger', 4), ('Fries', 8), ('Chicken', 2), ('Salad', 5)]",820.0,-37.8032633,144.9509739,0,8.15,13.3915017
